Retailer,Brand,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,NIKE,1185732,2020-01-31,Northeast,New York,New York,Nike Air Force 1 '07,50,1200,60000,30000,50%,Outlet
Foot Locker,NIKE,1185732,2020-02-01,Northeast,New York,New York,Nike Court Vintage Premium,50,900,45000,13500,30%,Outlet
Foot Locker,NIKE,1185732,2020-02-02,Northeast,New York,New York,Nike Air Max 97,40,900,36000,12600,35%,Outlet
Foot Locker,NIKE,1185732,2020-02-03,Northeast,New York,New York,Nike SB Bruin High,45,825,37125,12994,35%,Outlet
Foot Locker,NIKE,1185732,2020-02-04,Northeast,New York,New York,Air Jordan XXXIV PF,60,825,49500,14850,30%,Outlet
Foot Locker,NIKE,1185732,2020-02-05,Northeast,New York,New York,Nike Metcon 5,50,950,47500,11875,25%,Outlet
Foot Locker,NIKE,1185732,2020-02-06,Northeast,New York,New York,Nike React Phantom Run Flyknit 2,60,1220,73200,36600,50%,Outlet
Foot Locker,NIKE,1185732,2020-02-07,Northeast,New York,New York,Nike Joyride Run Flyknit,55,925,50875,15263,30%,Outlet
Foot Locker,NIKE,1185732,2020-02-08,Northeast,New York,New York,Nike Air Max 90,50,900,45000,15750,35%,Outlet
Foot Locker,NIKE,1185732,2020-02-09,Northeast,New York,New York,Nike Air VaporMax 360,50,850,42500,14875,35%,Outlet
Foot Locker,NIKE,1185732,2020-02-10,Northeast,New York,New York,Nike Offcourt,60,875,52500,15750,30%,Outlet
Foot Locker,NIKE,1185732,2020-03-03,Northeast,New York,New York,Nike React Phantom Run Flyknit 2,65,1000,65000,16250,25%,Outlet
Foot Locker,NIKE,1185732,2020-03-04,Northeast,New York,New York,Jordan Break,60,1250,75000,37500,50%,Outlet
Foot Locker,NIKE,1185732,2020-03-05,Northeast,New York,New York,LeBron 7 QS,55,1000,55000,16500,30%,Outlet
Foot Locker,NIKE,1185732,2020-03-06,Northeast,New York,New York,Nike In-Season TR 9,50,925,46250,16188,35%,Outlet
Foot Locker,NIKE,1185732,2020-03-07,Northeast,New York,New York,Nike Joyride Run FlyKnit,50,900,45000,15750,35%,Outlet
Foot Locker,NIKE,1185732,2020-03-08,Northeast,New York,New York,Nike ZoomX Vista Grind,60,900,54000,16200,30%,Outlet
Foot Locker,NIKE,1185732,2020-03-09,Northeast,New York,New York,Nike Air Force 1 Sage Low,65,1050,68250,17063,25%,Outlet
Foot Locker,NIKE,1185732,2020-03-10,Northeast,New York,New York,Nike Air Force 1 '07 LV8,60,1275,76500,38250,50%,Outlet
Foot Locker,NIKE,1185732,2020-03-11,Northeast,New York,New York,Nike Air Max 720,55,1025,56375,16913,30%,Outlet
Foot Locker,NIKE,1185732,2020-03-12,Northeast,New York,New York,Nike Air Max Dia,50,950,47500,16625,35%,Outlet
Foot Locker,NIKE,1185732,2020-03-13,Northeast,New York,New York,Air Jordan 1 Mid SE,50,900,45000,15750,35%,Outlet
Foot Locker,NIKE,1185732,2020-03-14,Northeast,New York,New York,Nike Daybreak,60,925,55500,16650,30%,Outlet
Foot Locker,NIKE,1185732,2020-03-15,Northeast,New York,New York,Nike SB Shane,65,1100,71500,17875,25%,Outlet
Foot Locker,NIKE,1185732,2020-03-16,Northeast,New York,New York,Nike Mercurial Vapor 13 Club Neymar Jr. TF,60,1250,75000,37500,50%,Outlet
Foot Locker,NIKE,1185732,2020-03-17,Northeast,New York,New York,Air Jordan 1 Mid,55,1025,56375,16913,30%,Outlet
Foot Locker,NIKE,1185732,2020-03-18,Northeast,New York,New York,Nike Air Max 270 React,50,950,47500,16625,35%,Outlet
Foot Locker,NIKE,1185732,2020-03-31,Northeast,New York,New York,Nike Air Max 98,50,925,46250,16188,35%,Outlet
Walmart,NIKE,1185732,2020-04-17,Northeast,New York,New York,Nike Joyride Dual Run Premium,60,900,54000,16200,30%,Outlet
Walmart,NIKE,1185732,2020-04-18,Northeast,New York,New York,Nike Free RN Flyknit 3.0 2020,65,1075,69875,17469,25%,Outlet
Walmart,NIKE,1185732,2020-04-19,Northeast,New York,New York,Nike Mercurial Vapor 13 Club Neymar Jr IC,60,1200,72000,36000,50%,Outlet
Walmart,NIKE,1185732,2020-04-20,Northeast,New York,New York,Nike Mercurial Vapor 13 Elite Neymar Jr. FG,55,1000,55000,16500,30%,Outlet
Walmart,NIKE,1185732,2020-04-21,Northeast,New York,New York,PG 4 EP,50,925,46250,16188,35%,Outlet
Walmart,NIKE,1185732,2020-04-22,Northeast,New York,New York,Air Max 97 LX,50,900,45000,15750,35%,Outlet
Walmart,NIKE,1185732,2020-04-23,Northeast,New York,New York,Nike Air Max 90,60,900,54000,16200,30%,Outlet
Walmart,NIKE,1185732,2020-04-24,Northeast,New York,New York,Jordan 'Why Not?' Zer0.3 PF,65,1000,65000,16250,25%,Outlet
Walmart,NIKE,1185732,2020-04-25,Northeast,New York,New York,Nike Air Zoom SuperRep,65,875,56875,17063,30%,Outlet
Walmart,NIKE,1185732,2020-04-26,Northeast,New York,New York,Nike Metcon 5 AMP,70,1000,70000,17500,25%,Outlet
Walmart,NIKE,1185732,2020-04-27,Northeast,New York,New York,Nike Air Max Tailwind 99,65,1150,74750,37375,50%,Outlet
Walmart,NIKE,1185732,2020-04-28,Northeast,New York,New York,Nike Mercurial Vapor 13 Club IC,55,975,53625,16088,30%,Outlet
Walmart,NIKE,1185732,2020-04-29,Northeast,New York,New York,Nike Air Max 97,55,920,50600,17710,35%,Outlet
Walmart,NIKE,1185732,2020-04-30,Northeast,New York,New York,Nike Air Max Triax,55,900,49500,17325,35%,Outlet
Walmart,NIKE,1185732,2020-05-01,Northeast,New York,New York,LeBron 17 Low,65,875,56875,17063,30%,Outlet
Walmart,NIKE,1185732,2020-05-02,Northeast,New York,New York,Nike Mercurial Vapor 13 Academy Neymar Jr. TF,70,975,68250,17063,25%,Outlet
Walmart,NIKE,1185732,2020-05-03,Northeast,New York,New York,Nike Air Max 2090,65,1200,78000,39000,50%,Outlet
Walmart,NIKE,1185732,2020-05-04,Northeast,New York,New York,Nike Renew Fusion,55,1000,55000,16500,30%,Outlet
Walmart,NIKE,1185732,2020-05-05,Northeast,New York,New York,LeBron 17,55,950,52250,18288,35%,Outlet
Walmart,NIKE,1185732,2020-05-06,Northeast,New York,New York,Nike Air Max 720 OBJ Slip,55,900,49500,17325,35%,Outlet
Walmart,NIKE,1185732,2020-05-07,Northeast,New York,New York,Nike SuperRep Go,65,900,58500,17550,30%,Outlet
Walmart,NIKE,1185732,2020-07-18,Northeast,New York,New York,Nike Air Max 90 Premium,70,1000,70000,17500,25%,Outlet
Sports Direct,NIKE,1197831,2020-07-19,Northeast,New York,New York,Nike Mercurial Superfly 7 Elite SE FG,25,900,22500,7875,35%,Outlet
Sports Direct,NIKE,1197831,2020-07-20,Northeast,New York,New York,Nike Epic Phantom React A.I.R. Cody Hudson,35,900,31500,11025,35%,Outlet
Sports Direct,NIKE,1197831,2020-07-21,Northeast,New York,New York,Nike Air Max 90,35,700,24500,8575,35%,Outlet
Sports Direct,NIKE,1197831,2020-07-22,Northeast,New York,New York,Nike Mercurial Superfly 7 Club TF,35,700,24500,11025,45%,Outlet
Sports Direct,NIKE,1197831,2020-07-23,South,Texas,Houston,Nike Zoom Gravity,40,550,22000,6600,30%,Outlet
Sports Direct,NIKE,1197831,2020-07-24,South,Texas,Houston,Nike Air Max 270 React ENG,35,700,24500,12250,50%,Outlet
Sports Direct,NIKE,1197831,2020-07-25,South,Texas,Houston,Nike Air Force 1 Type,25,850,21250,7438,35%,Outlet
Sports Direct,NIKE,1197831,2020-07-26,South,Texas,Houston,Nike Air Max 270 React,35,850,29750,10413,35%,Outlet
Sports Direct,NIKE,1197831,2020-07-27,South,Texas,Houston,Nike React Presto,35,675,23625,8269,35%,Outlet
Sports Direct,NIKE,1197831,2020-07-28,South,Texas,Houston,Nike Legend React,35,625,21875,9844,45%,Outlet
Sports Direct,NIKE,1197831,2020-07-29,South,Texas,Houston,Air Jordan 1 Low SE,40,500,20000,6000,30%,Outlet
Sports Direct,NIKE,1197831,2020-07-30,South,Texas,Houston,NikeCourt Air Max Wildcard,35,700,24500,12250,50%,Outlet
Sports Direct,NIKE,1197831,2020-07-31,South,Texas,Houston,Nike Blazer Low,30,875,26250,9188,35%,Outlet
Sports Direct,NIKE,1197831,2020-08-01,South,Texas,Houston,Zoom LeBron 3 QS,40,875,35000,12250,35%,Outlet
Sports Direct,NIKE,1197831,2020-08-02,South,Texas,Houston,Nike Free Metcon 3,35,700,24500,8575,35%,Outlet
Sports Direct,NIKE,1197831,2020-08-03,South,Texas,Houston,KD Trey 5 VII EP,40,600,24000,10800,45%,Outlet
Sports Direct,NIKE,1197831,2020-08-04,South,Texas,Houston,Nike Mercurial Vapor 13 Academy TF,45,500,22500,6750,30%,Outlet
Sports Direct,NIKE,1197831,2020-08-05,South,Texas,Houston,Jordan React Havoc SE,40,650,26000,13000,50%,Outlet
Sports Direct,NIKE,1197831,2020-08-06,South,Texas,Houston,Nike SB Air Max Stefan Janoski 2,30,900,27000,9450,35%,Outlet
Sports Direct,NIKE,1197831,2020-08-07,South,Texas,Houston,Nike Free RN Flyknit 3.0,40,900,36000,12600,35%,Outlet
Sports Direct,NIKE,1197831,2020-08-08,South,Texas,Houston,Nike ISPA Joyride Envelope,35,725,25375,8881,35%,Outlet
Sports Direct,NIKE,1197831,2020-08-09,South,Texas,Houston,Nike Mercurial Superfly 7 Elite SE FG,40,625,25000,11250,45%,Outlet
Walmart,NIKE,1197831,2020-08-10,South,Texas,Houston,Nike Phantom Venom Academy FG,45,525,23625,7088,30%,Outlet
Walmart,NIKE,1197831,2020-08-11,South,Texas,Houston,Nike Air Ghost Racer,40,800,32000,16000,50%,Outlet
Walmart,NIKE,1197831,2020-08-12,South,Texas,Houston,Nike ACG Air Terra Antarktik,30,925,27750,9713,35%,Outlet
Walmart,NIKE,1197831,2020-08-13,South,Texas,Houston,Nike Air Max 2 Light,40,925,37000,12950,35%,Outlet
Walmart,NIKE,1197831,2020-08-14,South,Texas,Houston,Nike Mercurial Superfly 7 Academy MG,35,775,27125,9494,35%,Outlet
Walmart,NIKE,1197831,2020-08-15,South,Texas,Houston,Nike AlphaDunk,40,700,28000,12600,45%,Outlet
Walmart,NIKE,1197831,2020-08-16,South,Texas,Houston,Nike Daybreak SP,45,600,27000,8100,30%,Outlet
Walmart,NIKE,1197831,2020-08-17,South,Texas,Houston,Nike x MMW Joyride CC3 Setter,40,950,38000,19000,50%,Outlet
Walmart,NIKE,1197831,2020-08-18,South,Texas,Houston,Nike Air Max 95 SP,40,950,38000,13300,35%,Outlet
Walmart,NIKE,1197831,2020-08-19,South,Texas,Houston,Nike SB Blazer Low GT,45,950,42750,14963,35%,Outlet
Walmart,NIKE,1197831,2020-08-20,South,Texas,Houston,LeBron 17 Monstars,40,800,32000,11200,35%,Outlet
Walmart,NIKE,1197831,2020-08-21,South,Texas,Houston,Kyrie 5 x Bandulu,40,750,30000,13500,45%,Outlet
Walmart,NIKE,1197831,2020-08-22,South,Texas,Houston,Nike Air Max Impact,45,650,29250,8775,30%,Outlet
Walmart,NIKE,1197831,2020-08-23,South,Texas,Houston,Nike Air Max 90 QS,50,1000,50000,25000,50%,Outlet
Walmart,NIKE,1197831,2020-08-24,South,Texas,Houston,Nike React Element 55 SE,40,950,38000,13300,35%,Outlet
Walmart,NIKE,1197831,2020-08-25,South,Texas,Houston,Jordan Proto-Max 720,45,950,42750,14963,35%,Outlet
Walmart,NIKE,1197831,2020-08-26,South,Texas,Houston,Nike Phantom Vision 2 Academy Dynamic Fit MG,40,1100,44000,15400,35%,Outlet
Walmart,NIKE,1197831,2020-08-27,South,Texas,Houston,Nike React Element 55 SE,40,700,28000,12600,45%,Outlet
Walmart,NIKE,1197831,2020-08-28,South,Texas,Houston,Nike Air Max2 Light,45,700,31500,9450,30%,Outlet
Walmart,NIKE,1197831,2020-08-29,South,Texas,Houston,Nike Air Max 270,50,975,48750,24375,50%,Outlet
Walmart,NIKE,1197831,2020-08-30,South,Texas,Houston,Nike Phantom Vision 2 Club Dynamic Fit MG,40,925,37000,12950,35%,Outlet
Walmart,NIKE,1197831,2020-08-31,South,Texas,Houston,Nike Air Force 1 '07 LV8,45,925,41625,14569,35%,Outlet
Walmart,NIKE,1197831,2020-09-01,South,Texas,Houston,Nike Air Max 90,40,1100,44000,15400,35%,Outlet
Walmart,NIKE,1197831,2020-09-02,South,Texas,Houston,Nike Free RN 5.0 2020,40,650,26000,11700,45%,Outlet
Walmart,NIKE,1197831,2020-09-03,South,Texas,Houston,Nike Phantom Vision Academy Dynamic Fit TF,45,650,29250,8775,30%,Outlet
Walmart,NIKE,1197831,2020-09-04,South,Texas,Houston,Nike ACG MOC 3.0,50,900,45000,22500,50%,Outlet
Walmart,NIKE,1197831,2020-09-05,South,Texas,Houston,Nike Mercurial Vapor 13 Academy Neymar Jr. MG,45,850,38250,13388,35%,Outlet
Walmart,NIKE,1197831,2020-09-06,South,Texas,Houston,Nike Air DSVM,45,850,38250,13388,35%,Outlet
Walmart,NIKE,1197831,2020-09-07,South,Texas,Houston,Nike x Carhartt WIP Air Max 95,50,900,45000,15750,35%,Outlet
Walmart,NIKE,1197831,2020-09-08,South,Texas,Houston,Nike Odyssey React Flyknit 2,50,625,31250,14063,45%,Outlet
Walmart,NIKE,1197831,2020-09-09,South,Texas,Houston,Nike Tiempo Legend 8 Elite FG,45,625,28125,8438,30%,Outlet
Walmart,NIKE,1197831,2020-09-10,South,Texas,Houston,Nike Mercurial Superfly 7 Club MG,55,850,46750,23375,50%,Outlet
Walmart,NIKE,1197831,2020-09-11,South,Texas,Houston,Nike Joyride CC3 Setter,45,800,36000,12600,35%,Outlet
Walmart,NIKE,1197831,2020-09-12,South,Texas,Houston,Nike Renew Run,45,800,36000,12600,35%,Outlet
Walmart,NIKE,1197831,2020-09-13,South,Texas,Houston,Nike React Ianga,50,750,37500,13125,35%,Outlet
Walmart,NIKE,1197831,2020-09-14,South,Texas,Houston,Air Jordan 10 Retro,50,600,30000,13500,45%,Outlet
Walmart,NIKE,1197831,2020-09-15,South,Texas,Houston,Air Jordan 12 Retro,45,575,25875,7763,30%,Outlet
Walmart,NIKE,1197831,2020-09-16,South,Texas,Houston,Nike Air Max 270 React,55,750,41250,20625,50%,Outlet
Walmart,NIKE,1197831,2020-10-20,South,Texas,Houston,Nike Air Max 200 SP,45,900,40500,14175,35%,Outlet
Walmart,NIKE,1197831,2020-10-21,South,Texas,Houston,Nike Mercurial Superfly 7 Academy MDS MG,45,900,40500,14175,35%,Outlet
Walmart,NIKE,1197831,2020-10-22,South,Texas,Houston,Nike Air Zoom Winflo 6,50,825,41250,14438,35%,Outlet
Walmart,NIKE,1197831,2020-10-23,South,Texas,Houston,Nike Air Max 97,50,675,33750,15188,45%,Outlet
Walmart,NIKE,1197831,2020-10-24,South,Texas,Houston,Nike Mercurial Vapor XII Club MG,45,650,29250,8775,30%,Outlet
Walmart,NIKE,1197831,2020-10-25,South,Texas,Houston,Nike Zoom Fly 3 Premium,55,850,46750,23375,50%,Outlet
Walmart,NIKE,1197831,2020-10-26,South,Texas,Houston,Nike MX-720-818,45,950,42750,14963,35%,Outlet
Walmart,NIKE,1197831,2020-10-27,South,Texas,Houston,Nike React Element 55,45,950,42750,14963,35%,Outlet
Walmart,NIKE,1197831,2020-10-28,South,Texas,Houston,Nike SB Charge Slip Premium,50,850,42500,14875,35%,Outlet
Walmart,NIKE,1197831,2020-10-29,South,Texas,Houston,Nike Free RN 5.0 2020,50,700,35000,15750,45%,Outlet
Walmart,NIKE,1197831,2020-10-30,South,Texas,Houston,Nike ZoomX Vista Grind,45,650,29250,8775,30%,Outlet
Walmart,NIKE,1197831,2020-10-31,South,Texas,Houston,Nike Air Force 1 React,55,900,49500,24750,50%,Outlet
West Gear,NIKE,1128299,2020-11-01,South,Texas,Houston,PG 4 EP,40,775,31000,10850,35%,Outlet
West Gear,NIKE,1128299,2020-11-02,South,Texas,Houston,Nike Air Zoom Pegasus 36,50,775,38750,7750,20%,Outlet
West Gear,NIKE,1128299,2020-11-03,South,Texas,Houston,Nike Air Max 2090,50,775,38750,13563,35%,Outlet
West Gear,NIKE,1128299,2020-11-04,South,Texas,Houston,Nike Air Force 1 '07 LV8,50,625,31250,9375,30%,Outlet
West Gear,NIKE,1128299,2020-11-05,West,California,San Francisco,Kyrie 6 AS EP,55,575,31625,15813,50%,Outlet
West Gear,NIKE,1128299,2020-11-06,West,California,San Francisco,Nike Air VaporMax Flyknit 3,50,775,38750,5813,15%,Outlet
West Gear,NIKE,1128299,2020-11-07,West,California,San Francisco,Nike Air Max Verona,40,825,33000,11550,35%,Outlet
West Gear,NIKE,1128299,2020-11-08,West,California,San Francisco,Nike Air Force 1 Shadow,50,725,36250,7250,20%,Outlet
West Gear,NIKE,1128299,2020-11-09,West,California,San Francisco,Nike Air Max Verona,50,725,36250,12688,35%,Outlet
West Gear,NIKE,1128299,2020-11-10,West,California,San Francisco,Nike Air Tailwind 79,50,575,28750,8625,30%,Outlet
West Gear,NIKE,1128299,2020-11-11,West,California,San Francisco,Nike TiempoX Lunar Legend VII Pro TF,55,500,27500,13750,50%,Outlet
West Gear,NIKE,1128299,2020-11-12,West,California,San Francisco,Nike Air Max Plus III,50,700,35000,5250,15%,Outlet
West Gear,NIKE,1128299,2020-11-13,West,California,San Francisco,Nike Zoom 2K,50,850,42500,14875,35%,Outlet
West Gear,NIKE,1128299,2020-11-14,West,California,San Francisco,Nike Zoom Pegasus Turbo 2,60,700,42000,8400,20%,Outlet
West Gear,NIKE,1128299,2020-11-15,West,California,San Francisco,Nike Kawa Shower,60,700,42000,14700,35%,Outlet
West Gear,NIKE,1128299,2020-12-22,West,California,San Francisco,Nike React Infinity Run Flyknit,60,600,36000,10800,30%,Outlet
West Gear,NIKE,1128299,2020-12-23,West,California,San Francisco,Air Jordan XXXIII,65,500,32500,16250,50%,Outlet
West Gear,NIKE,1128299,2020-12-24,West,California,San Francisco,Nike Odyssey React,60,700,42000,6300,15%,Outlet
West Gear,NIKE,1128299,2020-12-25,West,California,San Francisco,Nike Air Max 1 DNA Ch. 1,60,875,52500,18375,35%,Outlet
West Gear,NIKE,1128299,2020-12-26,West,California,San Francisco,Nike Joyride Flyknit AW,65,675,43875,8775,20%,Outlet
West Gear,NIKE,1128299,2020-12-27,West,California,San Francisco,Nike Legend React 2,65,725,47125,16494,35%,Outlet
West Gear,NIKE,1128299,2020-12-28,West,California,San Francisco,Nike Metcon 5,60,625,37500,11250,30%,Outlet
West Gear,NIKE,1128299,2020-12-29,West,California,San Francisco,LeBron 7,65,525,34125,17063,50%,Outlet
West Gear,NIKE,1128299,2020-12-30,West,California,San Francisco,Nike Air VaporMax 360,80,700,56000,8400,15%,Outlet
West Gear,NIKE,1128299,2020-12-31,West,California,San Francisco,Nike Blazer Low QS Flyleather with at least 50% leather fibre,60,900,54000,21600,40%,Outlet
West Gear,NIKE,1128299,2021-01-01,West,California,San Francisco,Nike SB Dunk High Pro,65,750,48750,12188,25%,Outlet
West Gear,NIKE,1128299,2021-01-02,West,California,San Francisco,Nike Air Max 90 FlyEase,65,750,48750,19500,40%,Outlet
West Gear,NIKE,1128299,2021-01-03,West,California,San Francisco,Nike Metcon 5 AMP,60,650,39000,13650,35%,Outlet
West Gear,NIKE,1128299,2021-01-04,West,California,San Francisco,Nike M2K Tekno,65,550,35750,19663,55%,Outlet
West Gear,NIKE,1128299,2021-01-05,West,California,San Francisco,Nike React Kenny 55,80,725,58000,11600,20%,Outlet
West Gear,NIKE,1128299,2021-01-06,West,California,San Francisco,Nike Air VaporMax 2019,60,975,58500,23400,40%,Outlet
West Gear,NIKE,1128299,2021-01-07,West,California,San Francisco,Nike React Element 55,65,825,53625,13406,25%,Outlet
West Gear,NIKE,1128299,2021-01-08,West,California,San Francisco,Nike Air Force 1 Low Retro,65,825,53625,21450,40%,Outlet
West Gear,NIKE,1128299,2021-01-09,West,California,San Francisco,NikeCourt Zoom Cage 3,60,700,42000,14700,35%,Outlet
West Gear,NIKE,1128299,2021-01-10,West,California,San Francisco,Nike Air Max 90 Print,65,575,37375,20556,55%,Outlet
West Gear,NIKE,1128299,2021-01-11,West,California,San Francisco,Nike Metcon Sport,80,875,70000,14000,20%,Outlet
West Gear,NIKE,1128299,2021-01-12,West,California,San Francisco,Jordan Mars 270,60,1025,61500,21525,35%,Outlet
West Gear,NIKE,1128299,2021-01-13,West,California,San Francisco,Nike Air Zoom Vomero 14,65,875,56875,11375,20%,Outlet
West Gear,NIKE,1128299,2021-01-14,West,California,San Francisco,Nike Air Max 720,65,825,53625,18769,35%,Outlet
West Gear,NIKE,1128299,2021-01-15,West,California,San Francisco,Nike Mercurial Vapor 13 Academy MDS IC,60,725,43500,13050,30%,Outlet
West Gear,NIKE,1128299,2021-01-16,West,California,San Francisco,Nike Zoom Fly,65,775,50375,25188,50%,Outlet
West Gear,NIKE,1128299,2021-01-17,West,California,San Francisco,Nike Zoom Fly 3,80,775,62000,9300,15%,Outlet
West Gear,NIKE,1128299,2021-01-18,West,California,San Francisco,Nike Air Zoom Pegasus 35,65,975,63375,22181,35%,Outlet
West Gear,NIKE,1128299,2021-01-19,West,California,San Francisco,Nike Air Zoom Pegasus 36 Trail,70,925,64750,12950,20%,Outlet
West Gear,NIKE,1128299,2021-01-20,West,California,San Francisco,KD13 EP,65,800,52000,18200,35%,Outlet
West Gear,NIKE,1128299,2021-01-21,West,California,San Francisco,Nike Phantom Vision Club Dynamic Fit FG,65,750,48750,14625,30%,Outlet
West Gear,NIKE,1128299,2021-01-22,West,California,San Francisco,Nike Air Monarch IV,75,750,56250,28125,50%,Outlet
West Gear,NIKE,1128299,2021-01-23,West,California,San Francisco,Zoom Freak 1,80,725,58000,8700,15%,Outlet
West Gear,NIKE,1128299,2021-01-24,West,California,San Francisco,Nike Mercurial Superfly 7 Academy IC,55,925,50875,15263,30%,Outlet
West Gear,NIKE,1128299,2021-01-25,West,California,San Francisco,Air Jordan 1 Low,60,925,55500,8325,15%,Outlet
West Gear,NIKE,1128299,2021-01-26,West,California,San Francisco,Nike Air Max 95 Print,55,775,42625,12788,30%,Outlet
West Gear,NIKE,1128299,2021-01-27,West,California,San Francisco,Nike P-6000,55,725,39875,9969,25%,Outlet
West Gear,NIKE,1128299,2021-01-28,West,California,San Francisco,Nike Mercurial Vapor 13 Elite FG,65,725,47125,21206,45%,Outlet
West Gear,NIKE,1128299,2021-01-29,West,California,San Francisco,Nike SB Adversary Premium,70,775,54250,5425,10%,Outlet
West Gear,NIKE,1128299,2021-01-30,West,California,San Francisco,Nike Air VaporMax 360,55,875,48125,14438,30%,Outlet
West Gear,NIKE,1128299,2021-01-31,West,California,San Francisco,Nike Air Max 720,60,875,52500,7875,15%,Outlet
West Gear,NIKE,1128299,2021-02-01,West,California,San Francisco,Nike Zoom KD12,55,700,38500,11550,30%,Outlet
West Gear,NIKE,1128299,2021-02-02,West,California,San Francisco,Nike Free X Metcon 2,55,675,37125,9281,25%,Outlet
West Gear,NIKE,1128299,2021-02-03,West,California,San Francisco,Nike Air Max 90,65,650,42250,19013,45%,Outlet
West Gear,NIKE,1128299,2021-02-04,West,California,San Francisco,Air Jordan 4 Retro SE,70,700,49000,4900,10%,Outlet
West Gear,NIKE,1128299,2021-02-05,West,California,San Francisco,Nike Air Max 95 Essential,55,875,48125,14438,30%,Outlet
West Gear,NIKE,1128299,2021-02-06,West,California,San Francisco,Nike SB Zoom Stefan Janoski Canvas RM Premium,60,875,52500,7875,15%,Outlet
West Gear,NIKE,1128299,2021-02-07,West,California,San Francisco,Nike Phantom Venom Academy IC,55,725,39875,11963,30%,Outlet
West Gear,NIKE,1128299,2021-02-08,West,California,San Francisco,Nike Air Max 270 React,55,700,38500,9625,25%,Outlet
West Gear,NIKE,1128299,2021-02-09,West,California,San Francisco,Nike Zoom Rival Fly,65,650,42250,19013,45%,Outlet
West Gear,NIKE,1128299,2021-02-10,West,California,San Francisco,Nike Mercurial Superfly 7 Academy MDS TF,70,775,54250,5425,10%,Outlet
West Gear,NIKE,1128299,2021-02-11,West,California,San Francisco,Nike Pegasus 36 FlyEase (Extra Wide),55,975,53625,16088,30%,Outlet
West Gear,NIKE,1128299,2021-02-12,West,California,San Francisco,Nike ISPA Air Max 720,60,975,58500,8775,15%,Outlet
West Gear,NIKE,1128299,2021-02-13,West,California,San Francisco,Air Jordan OG,55,775,42625,12788,30%,Outlet
West Gear,NIKE,1128299,2021-02-14,West,California,San Francisco,Nike Air Max 270 React ENG,55,775,42625,10656,25%,Outlet
West Gear,NIKE,1128299,2021-02-15,West,California,San Francisco,Nike Epic Phantom React Flyknit,65,700,45500,20475,45%,Outlet
West Gear,NIKE,1128299,2021-02-16,West,California,San Francisco,Nike Air Zoom Pegasus 36,70,800,56000,5600,10%,Outlet
Kohl's,NIKE,1189833,2021-02-17,West,California,San Francisco,Jordan Aerospace 720,35,700,24500,9800,40%,Outlet
Kohl's,NIKE,1189833,2021-02-18,West,California,San Francisco,Nike Air Max Plus III,45,700,31500,7875,25%,Outlet
